categoria,pergunta,intent,route,resposta_direta
"ORIGEM","de onde surgiu o tuma 86","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 86","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 86","","llm_rag",""
"QUEM_E","quem fala comigo agora 86","","llm_rag",""
"CRIADOR","quem criou vc variante 87","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 87","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 87","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 87","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 87","","llm_rag",""
"QUEM_E","quem fala comigo agora 87","","llm_rag",""
"CRIADOR","quem criou vc variante 88","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 88","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 88","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 88","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 88","","llm_rag",""
"QUEM_E","quem fala comigo agora 88","","llm_rag",""
"CRIADOR","quem criou vc variante 89","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 89","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 89","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 89","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 89","","llm_rag",""
"QUEM_E","quem fala comigo agora 89","","llm_rag",""
"CRIADOR","quem criou vc variante 90","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 90","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 90","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 90","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 90","","llm_rag",""
"QUEM_E","quem fala comigo agora 90","","llm_rag",""
"CRIADOR","quem criou vc variante 91","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 91","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 91","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 91","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 91","","llm_rag",""
"QUEM_E","quem fala comigo agora 91","","llm_rag",""
"CRIADOR","quem criou vc variante 92","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 92","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 92","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 92","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 92","","llm_rag",""
"QUEM_E","quem fala comigo agora 92","","llm_rag",""
"CRIADOR","quem criou vc variante 93","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 93","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 93","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 93","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 93","","llm_rag",""
"QUEM_E","quem fala comigo agora 93","","llm_rag",""
"CRIADOR","quem criou vc variante 94","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 94","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 94","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 94","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 94","","llm_rag",""
"QUEM_E","quem fala comigo agora 94","","llm_rag",""
"CRIADOR","quem criou vc variante 95","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 95","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 95","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 95","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 95","","llm_rag",""
"QUEM_E","quem fala comigo agora 95","","llm_rag",""
"CRIADOR","quem criou vc variante 96","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 96","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 96","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 96","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 96","","llm_rag",""
"QUEM_E","quem fala comigo agora 96","","llm_rag",""
"CRIADOR","quem criou vc variante 97","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 97","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 97","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 97","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 97","","llm_rag",""
"QUEM_E","quem fala comigo agora 97","","llm_rag",""
"CRIADOR","quem criou vc variante 98","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 98","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 98","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 98","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 98","","llm_rag",""
"QUEM_E","quem fala comigo agora 98","","llm_rag",""
"CRIADOR","quem criou vc variante 99","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 99","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 99","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 99","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 99","","llm_rag",""
"QUEM_E","quem fala comigo agora 99","","llm_rag",""
"CRIADOR","quem criou vc variante 100","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 100","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 100","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 100","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 100","","llm_rag",""
"QUEM_E","quem fala comigo agora 100","","llm_rag",""
"CRIADOR","quem criou vc variante 101","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 101","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 101","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 101","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 101","","llm_rag",""
"QUEM_E","quem fala comigo agora 101","","llm_rag",""
"CRIADOR","quem criou vc variante 102","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 102","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 102","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 102","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 102","","llm_rag",""
"QUEM_E","quem fala comigo agora 102","","llm_rag",""
"CRIADOR","quem criou vc variante 103","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 103","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 103","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 103","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 103","","llm_rag",""
"QUEM_E","quem fala comigo agora 103","","llm_rag",""
"CRIADOR","quem criou vc variante 104","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 104","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 104","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 104","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 104","","llm_rag",""
"QUEM_E","quem fala comigo agora 104","","llm_rag",""
"CRIADOR","quem criou vc variante 105","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 105","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 105","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 105","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 105","","llm_rag",""
"QUEM_E","quem fala comigo agora 105","","llm_rag",""
"CRIADOR","quem criou vc variante 106","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 106","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 106","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 106","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 106","","llm_rag",""
"QUEM_E","quem fala comigo agora 106","","llm_rag",""
"CRIADOR","quem criou vc variante 107","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 107","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 107","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 107","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 107","","llm_rag",""
"QUEM_E","quem fala comigo agora 107","","llm_rag",""
"CRIADOR","quem criou vc variante 108","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 108","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 108","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 108","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 108","","llm_rag",""
"QUEM_E","quem fala comigo agora 108","","llm_rag",""
"CRIADOR","quem criou vc variante 109","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 109","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 109","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 109","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 109","","llm_rag",""
"QUEM_E","quem fala comigo agora 109","","llm_rag",""
"CRIADOR","quem criou vc variante 110","GENERICO_IDENTIDADE","identity_llm",""
"CRIADOR","por quem foi criado o tuma 110","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","de onde surgiu o tuma 110","GENERICO_IDENTIDADE","identity_llm",""
"ORIGEM","vc tem pai ou mãe 110","ORIGEM_NASCIMENTO","identity","Não tenho pai no sentido humano — sou o Tuma IA, software de marketing criado por Diego Suhai Navarro."
"NATUREZA","vc é inteligência artificial 110","","llm_rag",""
"QUEM_E","quem fala comigo agora 110","","llm_rag",""
